code_com,adult_entertainment,amateur_sports_team,church_cathedral,mosque,religious_organization,school
33003,0.0,0.0,0.12426991425375916,0.0,0.0,0.18640487138063874
33004,0.0,0.0,0.0,0.0,0.0,0.6363347120585428
33012,0.0,0.0,0.0,0.0,0.0,0.0
33013,0.0,0.0,0.11576753878212549,0.0,0.11576753878212549,0.0
33032,0.0,0.13984058173682004,0.0,0.0,0.0,0.13984058173682004
33035,0.0,0.0,0.0,0.0,0.0,0.0
33039,0.0,0.036084148233680946,0.0,0.036084148233680946,0.0,0.1804207411684047
33056,0.0,0.0,0.0,0.0,0.0,0.3202049311559398
33063,0.007935248373274084,0.019838120933185207,0.13886684653229645,0.007935248373274084,0.07538485954610379,0.36898904935724486
33065,0.0,0.0,0.0,0.0,0.0,0.0
33067,0.0,0.0,0.0,0.0,0.0,0.0
33069,0.0,0.12568603628136915,0.0,0.0,0.0,0.29326741798986133
33075,0.0,0.1108831845650607,0.16632477684759106,0.0,0.05544159228253035,0.2217663691301214
33080,0.0,0.0,0.0,0.0,0.0,0.0
33085,0.0,0.0,0.0,0.0,0.0,0.0
33090,0.0,0.0,0.0,0.0,0.0,0.0
33096,0.0,0.0,0.0,0.0,0.0,0.1232741617357002
33099,0.0,0.0,0.0,0.0,0.0,0.0
33119,0.0,0.04103574213139644,0.08207148426279288,0.04103574213139644,0.04103574213139644,0.32828593705117154
33122,0.0,0.0,0.0,0.0,0.0,0.0
33143,0.0,0.0,0.0,0.0,0.0,0.0
33162,0.08650519031141868,0.04325259515570934,0.04325259515570934,0.0,0.12975778546712805,0.08650519031141868
33167,0.0,0.0,0.05820044232336166,0.0,0.0,0.2910022116168083
33192,0.0,0.039119039236396355,0.039119039236396355,0.0,0.0,0.2347142354183781
33200,0.0,0.09186110600771634,0.09186110600771634,0.0,0.0,0.09186110600771634
33234,0.0,0.0,0.0,0.0,0.0,0.0
33238,0.0,0.0,0.0,0.0,0.09725734292939116,0.0
33249,0.0,0.0430163031789048,0.1290489095367144,0.0,0.21508151589452404,0.0860326063578096
33256,0.0,0.0,0.0,0.0,0.0,0.0
33262,0.0,0.0,0.0,0.0,0.0,0.0
33273,0.0,0.0,0.13694878115584772,0.0,0.0,0.0
33281,0.0,0.05688524823300198,0.02844262411650099,0.014221312058250495,0.042663936174751484,0.2133196808737574
33312,0.0,0.23651844843897823,0.11825922421948912,0.0,0.0,0.23651844843897823
33318,0.0,0.032331592815920074,0.016165796407960037,0.016165796407960037,0.06466318563184015,0.2909843353432807
33322,0.0,0.0,0.0,0.0,0.0,0.0
33339,0.0,0.0,0.0,0.0,0.0,0.0
33366,0.0,0.0,0.0,0.0,0.0,0.0
33376,0.0,0.13991884706870014,0.13991884706870014,0.0,0.0,0.0
33397,0.0,0.0,0.0,0.0,0.0,0.0
33415,0.0,0.0,0.0,0.0,0.0,0.0
33422,0.0,0.0,0.0,0.0,0.0,0.0
33433,0.0,0.0,0.0,0.0,0.0,0.0
33434,0.0,0.0,0.0,0.0,0.0,0.4633920296570899
33449,0.0,0.0,0.03230391523452642,0.0,0.03230391523452642,0.2584313218762114
33487,0.0,0.0,0.0,0.0,0.0,0.0
33494,0.0,0.0,0.0,0.0,0.0,0.0
33519,0.0,0.0,0.0,0.0,0.0,0.19837333862328904
33522,0.0,0.07023787226072299,0.09365049634763063,0.0,0.046825248173815316,0.14047574452144598
33535,0.0,0.0,0.0,0.0,0.0,0.0
33550,0.0,0.061068702290076333,0.030534351145038167,0.030534351145038167,0.0,0.21374045801526717
33554,0.0,0.0,0.0,0.0,0.0,0.0
63014,0.0,0.09818360333824251,0.09818360333824251,0.19636720667648502,0.0,0.39273441335297005
63019,0.0,0.24832381425378697,0.0,0.0,0.0,0.0
63026,0.0,0.0,0.0,0.0,0.0,0.0
63032,0.0,0.09110787172011661,0.0,0.0,0.0,0.27332361516034986
63034,0.0,0.0,0.0,0.0,0.0,0.0
63042,0.0,0.2677376171352075,0.0,0.0,0.0,0.0
63063,0.0,0.0,0.0,0.0,0.0,0.12084592145015105
63069,0.0,0.0,0.0,0.0,0.0,0.0
63070,0.0,0.0,0.0,0.0,0.0,0.0
63071,0.0,0.0,0.0,0.0,0.0,0.0
63075,0.0,0.057863673185973845,0.17359101955792153,0.0,0.057863673185973845,0.057863673185973845
63083,0.0,0.0,0.0,0.0,0.0,0.0
63084,0.0,0.0,0.0,0.0,0.0,0.0
63099,0.0,0.0,0.0,0.0,0.0,0.0
63113,0.0,0.04905877240934639,0.1471763172280392,0.035041980292390286,0.06307556452630252,0.2593106541636881
63124,0.0,0.09937394415184339,0.0,0.0,0.049686972075921695,0.19874788830368678
63141,0.0,0.0,0.0,0.0,0.0,0.0
63164,0.0,0.09493070058857034,0.0,0.0,0.0,0.284792101765711
63193,0.0,0.0,0.0,0.0,0.0,0.12039489525644112
63200,0.0,0.0,0.0,0.0,0.0,0.0
63203,0.0,0.0,0.0,0.0,0.0,0.0
63204,0.0,0.0,0.0,0.0,0.0,0.0
63212,0.0,0.0,0.0,0.0,0.0,0.0
63213,0.0,0.0,0.0,0.0,0.0,0.0
63214,0.0,0.0,0.0,0.0,0.0,0.0
63224,0.0,0.0,0.0,0.0,0.0,0.0
63226,0.0,0.0,0.0,0.0,0.0,0.0
63248,0.0,0.0,0.0,0.0,0.0,0.0
63254,0.0,0.0,0.0,0.0,0.0,0.0
63262,0.0,0.0,0.0,0.0,0.0,0.0
63263,0.0,0.29726516052318663,0.0,0.0,0.0,0.0
63272,0.0,0.37383177570093457,0.0,0.0,0.0,0.0
63273,0.0,0.0,0.0,0.0,0.0,0.0
63284,0.0,0.0,0.08935751943526048,0.0,0.0,0.08935751943526048
63302,0.0,0.0,0.0,0.0,0.0,0.0
63306,0.0,0.0,0.0,0.0,0.0,0.0
63307,0.0,0.13099292638197538,0.0,0.0,0.0,0.13099292638197538
63308,0.0,0.0,0.20842017507294708,0.0,0.20842017507294708,0.0
63322,0.0,0.0,0.0,0.0,0.0,0.0
63345,0.0,0.0,0.0,0.0,0.0,0.0
63381,0.0,0.0,0.0,0.0,0.0,0.0
63396,0.0,0.0,0.0,0.0,0.0,0.0
63417,0.0,0.0,0.0,0.0,0.0,0.0
21003,0.0,0.0,0.0,0.0,0.0,0.0
21021,0.0,0.0,0.0,0.0,0.0,0.0
21027,0.0,0.0,0.0,0.0,0.0,0.0
21059,0.0,0.0,0.0,0.0,0.0,0.0
21105,0.0,0.0,0.0,0.0,0.0,0.0
21106,0.0,0.0,0.0,0.0,0.0,0.0
21126,0.0,0.0,0.0,0.0,0.0,0.0
21166,0.0,0.07245326764237067,0.14490653528474134,0.07245326764237067,0.14490653528474134,0.14490653528474134
21171,0.0,0.0,0.0,0.0,0.0,0.17397355601948505
21178,0.0,0.0,0.0,0.0,0.0,0.0
21192,0.0,0.0,0.0,0.0,0.0,0.0
21200,0.0,0.0,0.0,0.0,0.0,0.0
21209,0.0,0.0,0.0,0.0,0.0,0.0
21213,0.0,0.0,0.0,0.0,0.0,0.0
21223,0.0,0.0,0.6949270326615705,0.0,0.0,0.0
21227,0.0,0.0,0.0,0.0,0.0,0.0
21231,0.012895737958604681,0.025791475917209362,0.14830098652395385,0.019343606937907022,0.1289573795860468,0.2514668901927913
21255,0.0,0.0,0.0,0.0,0.0,0.0
21261,0.0,0.0,0.0,0.0,0.0,0.0
21263,0.0,0.6277463904582549,0.6277463904582549,0.0,0.0,0.0
21270,0.0,0.0,0.0,0.0,0.0,0.0
21278,0.0,0.2237637055269635,0.11188185276348175,0.0,0.0,0.11188185276348175
21295,0.0,0.0,0.0,0.0,0.0,0.0
21315,0.0,0.0,0.0,0.0,0.0,0.0
21320,0.0,0.0,0.0,0.0,0.0,0.0
21339,0.0,0.0,0.0,0.0,0.0,0.0
21355,0.0,0.11372682815876266,0.11372682815876266,0.0,0.0,0.22745365631752532
21370,0.0,0.0,0.0,0.0,0.0,0.0
21390,0.0,0.18635855385762207,0.0,0.0,0.0,0.5590756615728661
21408,0.0,0.0,0.0,0.0,0.0,0.0
21452,0.0,0.0,0.0,0.0,0.0,0.0
21473,0.0,0.0,0.0,0.0,0.0,0.0
21481,0.0,0.0,0.0,0.0,0.0,0.0
21485,0.0,0.0,0.3838771593090211,0.0,0.0,0.3838771593090211
21508,0.0,0.0,0.0,0.0,0.0,0.0
21515,0.0,0.31259768677711786,0.0,0.2083984578514119,0.2083984578514119,0.6251953735542357
21521,0.0,0.0,0.0,0.0,0.0,0.0
21532,0.0,0.0,0.0,0.0,0.0,0.0
21535,0.0,0.0,0.0,0.0,0.0,0.0
21540,0.0,0.1362397820163488,0.1362397820163488,0.0,0.1362397820163488,0.0
21585,0.0,0.0,0.0,0.0,0.0,0.0
21586,0.0,0.0,0.0,0.0,0.0,0.0
21605,0.0,0.0,0.0,0.0,0.0,0.0
21617,0.0,0.0,0.08545547769612032,0.0,0.0,0.17091095539224063
21632,0.0,0.0,0.0,0.0,0.0,0.0
21656,0.0,0.0,0.0,0.0,0.0,0.0
21657,0.0,0.0,0.0,0.0,0.0,0.0
21661,0.0,0.0,0.0,0.0,0.0,0.0
38045,0.0,0.0,0.0,0.0,0.0,0.0
38057,0.0,0.0,0.0,0.0,0.0,0.0
38059,0.0,0.0,0.0,0.0,0.0,0.0
38068,0.0,0.0,0.0,0.0,0.0,0.0
38071,0.0,0.33112582781456956,0.33112582781456956,0.0,0.0,0.0
38090,0.0,0.0,0.0,0.0,0.0,0.0
38111,0.0,0.0,0.0,0.0,0.0,0.12454851164528583
38115,0.0,0.0,0.0,0.0,0.0,0.0
38126,0.0,0.0,0.2502502502502503,0.0,0.0,0.5005005005005005
38150,0.0,0.0,0.2966478789676654,0.0,0.0,0.1483239394838327
38151,0.0,0.027890112954957465,0.0,0.05578022590991493,0.0,0.19523079068470225
38153,0.0,0.0,0.0,0.0,0.0,0.0
38158,0.0,0.096237128284092,0.096237128284092,0.0,0.0,0.192474256568184
38169,0.0,0.13386283521484987,0.04462094507161662,0.0,0.04462094507161662,0.08924189014323324
38170,0.3673769287288758,0.0,0.0,0.0,0.0,0.3673769287288758
38179,0.0,0.30298439630359036,0.0,0.0,0.0,0.6059687926071807
38185,0.006321911746112024,0.031609558730560115,0.10747249968390442,0.006321911746112024,0.12643823492224046,0.2908079403211531
38187,0.0,0.0,0.0,0.0,0.0,0.0
38188,0.0,0.0,0.0,0.0,0.0,0.0
38200,0.0,0.0,0.0,0.0,0.2678093197643278,0.0
38203,0.0,0.0,0.0,0.0,0.0,0.0
38205,0.0,0.0,0.0,0.0,0.0,0.0
38212,0.0,0.0,0.0,0.0,0.0,0.0
38225,0.0,0.0,0.0,0.0,0.0,0.0
38229,0.0,0.05842827928717499,0.05842827928717499,0.0,0.05842827928717499,0.05842827928717499
38235,0.0,0.0,0.0,0.0,0.0,0.0
38248,0.0,0.0,0.0,0.0,0.0,0.0
38249,0.0,0.0,0.0,0.0,0.0,0.0
38252,0.0,0.0,0.0,0.0,0.0,0.0
38254,0.0,0.0,0.0,0.0,0.0,0.0
38258,0.0,0.0,0.0,0.0,0.0,0.0
38264,0.0,0.0,0.0,0.0,0.0,0.0
38271,0.0,0.0,0.0,0.0,0.0,0.0
38277,0.0,0.0,0.0,0.0,0.0,0.0
38279,0.0,0.0,0.0,0.0,0.0,0.0
38280,0.0,0.0,0.0,0.0,0.0,0.0
38281,0.0,0.0,0.0,0.0,0.0,0.0
38309,0.0,0.0,0.0,0.0,0.0,0.4528985507246377
38317,0.0,0.0,0.09347541596560105,0.0,0.09347541596560105,0.3739016638624042
38325,0.0,0.0,0.0,0.0,0.0,0.0
38328,0.0,0.0,0.0,0.0,0.0,0.0
38334,0.0,0.0,0.0,0.0,0.0,0.0
38364,0.0,0.0,2.277904328018223,0.0,0.0,0.0
38382,0.0,0.06288517167651868,0.0,0.0,0.0,0.18865551502955602
38388,0.0,0.0,0.0,0.0,0.0,0.0
38391,0.0,0.0,0.0,0.0,0.0,0.0
38397,0.0,0.0,0.0,0.0,0.0,0.0
38402,0.0,0.0,0.0,0.0,0.0,0.0
38421,0.0,0.05176787285810426,0.05176787285810426,0.0,0.02588393642905213,0.36237511000672984
38422,0.0,0.0,0.0,0.0,0.0,0.0
38423,0.0,0.0,0.0,0.0,0.0,0.5211047420531526
38433,0.0,0.0,0.0,0.0,0.0,0.0
38436,0.0,0.0,0.0,0.0,0.0,0.0
38438,0.0,0.0,0.0,0.0,0.0,0.0
38442,0.0,0.0,0.0,0.0,0.0,0.0
38445,0.0,0.0,0.0,0.0,0.0,0.0
38450,0.0,0.0,0.0,0.0,0.0,0.0
38471,0.0,0.0,1.7969451931716083,0.0,0.0,0.0
38472,0.0,0.0,0.0,0.0,0.0,0.0
38474,0.0,0.0,0.08793527963418923,0.0,0.0,0.26380583890256776
38478,0.0,0.0,0.0,0.0,0.0,0.0
38485,0.0,0.0,0.08346548702111677,0.0,0.0,0.16693097404223353
38486,0.0,0.13601741022850924,0.0,0.0,0.0,0.0
38516,0.0,0.0,0.0,0.0,0.0,0.30102347983142685
38524,0.0,0.12080212611741967,0.12080212611741967,0.0,0.0,0.0
38528,0.0,0.0,0.0,0.0,0.0,0.0
38529,0.0,0.0,0.0,0.0,0.2684563758389262,0.0
38533,0.0,0.0,1.3869625520110958,0.0,0.0,0.0
38538,0.0,0.0,0.0,0.0,0.0,0.0
38540,0.0,0.0,0.0,0.0,0.0,0.0
38545,0.0,0.0,0.11944577161968466,0.0,0.0,0.0
38548,0.0,0.0,0.0,0.0,0.0,0.0
38562,0.0,0.0,0.0,0.0,0.0,0.13462574044157244
38565,0.0,0.0,0.0,0.0,0.0,0.0
38567,0.0,0.0,0.0,0.0,0.0,0.0
59005,0.0,0.0,0.0,0.0,0.0,0.5777007510109763
59009,0.0,0.04810930433945925,0.17640078257801725,0.032072869559639505,0.0962186086789185,0.4971294781744123
59011,0.0,0.0,0.0,0.0,0.0,0.28598665395614875
59013,0.0,0.0,0.6983240223463687,0.0,0.0,0.0
59017,0.0,0.03997601439136518,0.03997601439136518,0.0,0.03997601439136518,0.19988007195682592
59022,0.0,0.0,0.0,0.0,0.0,0.0
59025,0.0,0.0,0.0,0.0,0.0,0.6211180124223603
59034,0.0,0.0,0.0,0.0,0.0,0.0
59044,0.0,0.2105263157894737,0.0,0.0,0.0,0.2105263157894737
59051,0.0,0.0,0.0,0.0,0.1557389814670612,0.1557389814670612
59052,0.0,0.0,0.0,0.0,0.0,0.19120458891013384
59056,0.0,0.0,0.0,0.0,0.0,0.0
59088,0.0,0.0,0.0,0.0,0.0,0.6238303181534622
59090,0.0,0.0,0.0,0.0,0.0,0.09954210631096953
59098,0.0,0.0,0.0,0.0,0.0,0.2069108214359611
59106,0.0,0.0,1.447178002894356,0.0,1.447178002894356,0.0
59123,0.0,0.0,0.0,0.0,0.0,0.0
59124,0.0,0.0,0.0,0.0,0.0,0.0
59128,0.0,0.0,0.0,0.0,0.0,0.0
59133,0.0,0.0,0.0,0.0,0.0,0.0
59143,0.0,0.0,0.0,0.0,0.0,0.23719165085388993
59145,0.0,0.0,0.0,0.0,0.0,0.0
59146,0.0,0.0,0.0,0.0,0.33456005352960855,0.33456005352960855
59152,0.0,0.0808472794890452,0.0,0.0,0.0,0.0
59163,0.04701236425179822,0.0,0.04701236425179822,0.0,0.04701236425179822,0.14103709275539467
59168,0.0,0.0,0.0,0.0,0.0,0.0
59173,0.0,0.5952380952380953,0.0,0.0,0.0,0.0
59193,0.0,0.0,0.315059861373661,0.0,0.0,0.0
59195,0.0,0.0,0.0,0.0,0.0,0.0
59196,0.0,0.0,0.0,0.0,0.0,0.0
59197,0.0,0.0,0.0,0.0,0.0,0.0
59201,0.0,0.0,0.0,0.0,0.0,0.0
59202,0.0,0.0,0.0,0.0,0.0,0.196811651249754
59208,0.0,0.0,0.0,0.0,0.0,0.0
59220,0.0,0.0,0.0,0.0,0.0,0.22738900574157242
59247,0.0,0.0,0.691085003455425,0.0,0.0,0.0
59250,0.0,0.0,0.0,0.0,0.0,0.9025270758122744
59252,0.0,0.0,0.0,0.0,0.0,0.41631973355537055
59256,0.0,0.0,0.0,0.0,0.0,0.0
59257,0.0,1.0905125408942202,0.0,0.0,0.0,0.0
59266,0.0,0.0,0.0,0.0,0.0,0.0
59275,0.0,0.0,0.0,0.0,0.0,0.0
59278,0.0,0.0,0.0,0.0,0.0,0.0
59279,0.0,0.0,0.09658103148541626,0.0,0.04829051574270813,0.19316206297083252
59281,0.0,0.0,0.0,0.0,0.0,0.7674597083653109
59286,0.0,0.0,0.0,0.0,0.06696129637069774,0.4017677782241864
59299,0.0,0.05287088928835783,0.0,0.0,0.0,0.10574177857671566
59303,0.0,0.0,0.4152823920265781,0.0,0.0,0.0
59304,0.0,0.0,0.0,0.0,0.0,0.0
59316,0.0,0.0,0.29078220412910727,0.0,0.0,0.0
59317,0.0,0.0,0.0,0.0,0.0,0.0
59320,0.0,0.0,0.0,0.0,0.0,0.0
59328,0.0,0.10862480990658266,0.0,0.0,0.10862480990658266,0.18104134984430442
59332,0.0,0.0,0.0,0.0,0.0,0.0
59339,0.0,0.0,0.10475591870940708,0.0,0.0,0.3142677561282213
59343,0.0,0.0,0.0,0.0,0.0,0.2527805864509606
59346,0.0,0.0,0.0,0.0,0.3181673560292714,0.3181673560292714
59350,0.02581311306143521,0.02581311306143521,0.16348304938908964,0.017208742040956806,0.08604371020478403,0.3355704697986577
59352,0.0,0.0,0.11967448539971279,0.0,0.0,0.11967448539971279
59356,0.0,0.0,0.0,0.0,0.0,0.434593654932638
59360,0.0,0.0,0.0452980612429788,0.0,0.0452980612429788,0.3623844899438304
59364,0.0,0.0,0.0,0.0,0.0,0.0
59367,0.0,0.07496251874062967,0.0,0.0,0.0,0.0
59368,0.0,0.04705218086858325,0.0,0.0,0.0941043617371665,0.14115654260574978
59371,0.0,0.0,0.0,0.0,0.0,0.0
59378,0.0,0.025769875016106173,0.15461925009663702,0.0,0.051539750032212346,0.30923850019327404
59386,0.0,0.0,0.09593246354566386,0.0,0.09593246354566386,0.47966231772831924
59388,0.0,0.0,0.0,0.0,0.0,0.0
59410,0.0,0.09590026372572524,0.0,0.0,0.09590026372572524,0.43155118676576365
59421,0.0,0.07504127269998499,0.07504127269998499,0.0,0.0,0.15008254539996999
59426,0.0,0.09642271719217047,0.0,0.0,0.0,0.19284543438434093
59431,0.0,0.0,0.0,0.0,0.0,0.0
59437,0.0,0.0,0.0,0.0,0.0,0.0
59457,0.0,0.0,0.11953143676786995,0.0,0.0,0.0
59458,0.0,0.0,1.1074197120708749,0.0,0.0,0.0
59462,0.0,0.0,0.0,0.0,0.0,0.0
59470,0.0,0.0,0.0,0.0,0.0,0.0
59477,0.0,0.0,0.0,0.0,0.0,0.0
59482,0.0,0.14749262536873156,0.0,0.0,0.0,0.0
59487,0.0,0.0,0.0,0.0,0.0,0.7326007326007326
59507,0.0,0.052427388067526476,0.0,0.0,0.0,0.31456432840515886
59508,0.0,0.07421150278293134,0.07421150278293134,0.0,0.07421150278293134,0.07421150278293134
59512,0.01037215284404431,0.02074430568808862,0.11409368128448741,0.09334937559639879,0.1037215284404431,0.2593038211011077
59522,0.0,0.0,0.0,0.0,0.0,0.0
59523,0.0,0.0,0.0,0.0,0.0,0.0
59524,0.0,0.1773049645390071,0.1773049645390071,0.0,0.0,0.1773049645390071
59527,0.08134710811030668,0.16269421622061336,0.0,0.0,0.08134710811030668,0.24404132433092005
59550,0.0,0.0,0.0,0.0,0.0,0.0
59553,0.0,0.17337031900138697,0.0,0.0,0.0,0.0
59560,0.0,0.08023750300890636,0.16047500601781273,0.0,0.0,0.4011875150445318
59566,0.0,0.2127659574468085,0.0,0.0,0.0,0.2127659574468085
59581,0.0,0.0,0.0,0.0,0.0,0.0
59585,0.0,0.0,0.0,0.0,0.0,0.0
59598,0.0,0.0,0.0,0.0,0.0,0.2549069589599796
59599,0.01025893553284911,0.01025893553284911,0.08207148426279288,0.01025893553284911,0.07181254872994378,0.21543764618983136
59602,0.0,0.0,0.0,0.0,0.0,0.0
59609,0.0,0.0,0.6146281499692685,0.0,0.0,0.0
59611,0.0,0.0,0.0,0.0,0.0,0.0
59636,0.0,0.18977132555270898,0.18977132555270898,0.0,0.0,0.2846569883290635
59643,0.0,0.0,0.0,0.0,0.0,0.0
59646,0.0,0.048257890165041985,0.048257890165041985,0.0,0.048257890165041985,0.19303156066016794
59648,0.0,0.0,0.0,0.0,0.1380738695201933,0.4142216085605799
59650,0.0,0.02418906170629641,0.04837812341259282,0.0,0.07256718511888924,0.1693234319440749
59653,0.0,0.0,0.0,0.0,0.0,0.0
59656,0.0,0.18477457501847747,0.18477457501847747,0.0,0.0,0.18477457501847747
59658,0.0,0.0,0.0,0.0,0.0,2.1052631578947367
59660,0.0,0.0,0.0,0.0,0.0,0.33178500331785005
59670,0.0,0.0,0.0,0.0,0.0,0.0
62132,0.0,0.0,0.0,0.0,0.0,0.0
62215,0.0,0.0,0.0,0.0,0.0,0.0
62276,0.0,0.0,0.0,0.0,0.0,0.0
62338,0.0,0.0,0.0,0.0,0.0,0.0
62401,0.0,0.0,0.0,0.0,0.0,0.0
62491,0.0,0.0,0.0,0.0,0.0,0.0
62529,0.0,0.0,0.0,0.0,0.0,0.0
62573,0.0,0.0,0.0,0.0,0.0,0.0
62736,0.0,0.0,0.0,0.0,0.0,0.0
62863,0.0,0.0,0.0,0.0,0.0,0.0
62895,0.0,0.0,0.0,0.0,0.0,0.0
01105,0.0,0.0,0.0,0.0,0.0,0.0
01238,0.0,0.0,0.0,0.0,0.0,0.0
01248,0.0,0.0,0.0,0.0,0.0,0.0
01249,0.0,0.0,0.0,0.0,0.0,0.0
01275,0.0,0.0,0.0,0.0,0.0,0.0
01322,0.0,0.0,0.0,0.0,0.0,0.0
01376,0.0,0.0,0.0,0.0,0.0,0.0
01418,0.0,0.0,0.0,0.0,0.0,0.0
01427,0.0,0.0,0.0,0.0,0.0,0.0
38087,0.0,0.0,0.0,0.0,0.0,0.0
69003,0.0,0.0,0.0,0.0,0.0,0.0
69005,0.0,0.0,0.0,0.0,0.0,0.0
69027,0.0,0.0,0.0,0.0,0.0,0.0
69028,0.0,0.0,0.0,0.0,0.0,0.0
69029,0.0,0.024354603019970774,0.04870920603994155,0.024354603019970774,0.0,0.1948368241597662
69033,0.0,0.0,0.0,0.0,0.0,0.0
69034,0.046603751602003966,0.1165093790050099,0.06990562740300595,0.0,0.046603751602003966,0.1165093790050099
69040,0.0,0.0,0.1784758165268606,0.0,0.0,0.3569516330537212
69043,0.0,0.0,0.0,0.0,0.0,0.0
69044,0.0,0.0,0.0,0.0,0.0,0.39872408293460926
69046,0.0,0.0,0.0,0.0,0.0,0.22079929344226099
69049,0.0,0.0,0.0,0.0,0.0,0.0
69055,0.0,0.0,0.0,0.0,0.0,0.0
69063,0.0,0.0,0.24666995559940802,0.0,0.0,0.24666995559940802
69068,0.390777647518562,0.0,0.390777647518562,0.0,0.0,0.390777647518562
69069,0.0,0.0,0.0,0.0,0.0,0.1792435920415845
